question,answer
"Laut den Nährwertangaben hat eine Tüte Chips 250 Kalorien pro Portion. Wenn ein 300-Gramm-Beutel 5 Portionen hat, wie viele Gramm können Sie essen, wenn Ihr tägliches Kalorienziel 2000 ist und Sie bereits 1800 Kalorien verbraucht haben?","Wenn das Gesamtkalorienziel 2000 ist und ich 1800 Kalorien verbraucht habe, dann habe ich 2000-1800 = <<2000-1800=200>> 200 Kalorien zu essen, wenn jede Portion Chips 250 Kalorien hat und ich nur 200 Kalorien zu essen habe, Dann ... Ich kann nur 200/250 einer Portion essen = 4/5 einer Portion Wir wissen auch, dass eine 300g Tasche Chips 5 Portionen hat, daher hat jede Portion 300g/5 = <<300/5=60>> 60 Gramm Wenn ich nur 4/5 einer Portion essen kann, Dann ... Ich kann nur 60g * 4/5 = 240g/5 = 48 Gramm #### 48 essen"
"Charlie will Bienenwachskerzen verkaufen. Für jedes Pfund Bienenwachs kann er zehn gezahnte Kerzen herstellen. Ein Pfund Bienenwachs und die Wickel kosten 10 Dollar. Wenn er jede Kerze für 2 Dollar verkauft, was ist dann sein Nettogewinn, wenn er 20 Kerzen herstellt und verkauft?",1 Pfund Bienenwachs und der Docht machen 10 Kerzen und er will 20 Kerzen machen also braucht er 20/10 = <<20/10=2>> 2 Pfund Bienenwachs 1 Pfund Bienenwachs kostet $10.00 und er braucht 2 Pfund also seine Vorräte kostet 10*2 = $<<10*2=20.00>> 20.00 Er will jede Kerze für $2.00 pro Stück verkaufen und er verkauft 20 Kerzen also das ist 2*20 = $<<2*20=40.00>> 40.00 Wenn er $40.00 Kerzen verkauft und seine Vorräte kosten $20.00 dann ist sein Nettogewinn 40-20 = $<<40-20=20.00>> 20.00 #### 20
"Meredith ist eine freiberufliche Bloggerin, die über gesundheitliche Themen schreibt und jeden Tag für ihre Kunden einreicht. Ein Blog-Artikel dauert im Durchschnitt 4 Stunden, um darüber zu recherchieren und zu schreiben. Letzte Woche schrieb sie 5 Artikel am Montag und 2/5 mal mehr Artikel am Dienstag als am Montag. Am Mittwoch schrieb sie doppelt so viele Artikel wie am Dienstag. Berechnen Sie die Gesamtzahl der Stunden, die sie in den drei Tagen damit verbracht hat, Artikel zu schreiben.","Wenn sie am Montag fünf Artikel schrieb, dann schrieb sie am Dienstag 2/5*5 = 2 weitere Artikel. Die Gesamtzahl der Artikel, die sie am Dienstag schrieb, ist 5+2 = <<5+2=7>> 7 Am Mittwoch war die Anzahl der Artikel doppelt so hoch wie die Zahl, die sie am Dienstag schrieb, So ist es. Es waren 2*7 = <<2*7=14>> 14 Artikel. In den drei Tagen schrieb sie 5+7 +14 = <<5+7+14=26>> 26 Artikel. Wenn sie für jeden Artikel 4 Stunden benötigt, um ihn zu recherchieren und zu schreiben, hat sie 4*26 = <<4*26=104>> 104 Stunden für alle Artikel verbracht. #### 104"
"Candice steckte 80 Post-it-Notizen in ihre Handtasche, bevor sie zu ihrem Job im Café ging. Auf dem Weg hielt sie im Laden an und kaufte ein Paket Post-it-Notizen; bei der Arbeit platzierte sie eine einzelne Post-it-Notiz auf jede von 220 verschiedenen Tassen Kaffee. Wenn sie insgesamt 23 Post-it-Notizen hatte, wie viele Post-it-Notizen waren in dem Paket, das sie gekauft hat?","Lassen wir x die Anzahl der Post-it-Notizen in dem Paket sein, das Candice gekauft hat. Dann war die Gesamtzahl der Post-it-Notizen, die sie hatte, als sie den Laden verließ, 80+x. Und wenn sie 220 Post-it-Notizen bei der Arbeit benutzt hat und noch 23 übrig hat, Dann ... 80+x=220+23 Subtrahieren wir 80 von jeder Seite der Gleichung, sehen wir, dass x=220+23-80= <<220+23-80=163>> 163 Post-it-Noten. #### 163"
"John kauft doppelt so viele rote Krawatten wie blaue. Die roten Krawatten kosten 50% mehr als die blauen. Er gab 200 Dollar für blaue Krawatten aus, die jeweils 40 Dollar kosteten. Wie viel hat er für Krawatten ausgegeben?",Er kaufte 200 / 40 = <<200/40=5>> 5 blaue Krawatten Also kaufte er 5 * 2 = <<5*2=10>> 10 rote Krawatten Jede rote Krawatte kostet $40 * .5 = $<<40*.5=20>> 20 mehr als blaue Krawatten Also kostet jede $40 + $20 = $<<40+20=60>> 60 Also gab er $60 * 10 = $<<60*10=600>> 600 auf rote Krawatten Also gab er $200 + $600 = $<<200+600=800>> 800 auf Krawatten #### 800
"Tracy benutzte ein 4 Fuß langes Stück Draht, um Tomatenpflanzen im Garten zu stützen. Der Draht wurde in 15 Zentimeter lange Stücke geschnitten. Wie viele Stücke hat sie bekommen?","Wenn Tracy ein 4 Fuß langes Stück Draht benutzte, so war die Gesamtlänge des Drahtes in Zentimetern 12*4= <<12*4=48>> 48 Zentimeter, da 1 Fuß 12 Zoll entspricht. Da der Draht in 6 Zoll lange Stücke geschnitten wurde, erhielt Tracy 48/6 = <<48/6=8>> 8 Stücke #### 8"
"Richard wohnt in einem 15-stöckigen Wohnhaus. Jede Etage enthält 8 Einheiten, und 3/4 des Gebäudes sind belegt. Was ist die Gesamtzahl der leeren Einheiten im Gebäude?","Die Gesamtzahl der Wohneinheiten im Gebäude beträgt 8 Wohneinheiten pro Etage * 15 Etagen = <<8*15=120>> 120 Wohneinheiten. Wenn 3/4 des Gebäudes belegt sind, ist die Gesamtzahl der belegten Einheiten 3/4 * 120 Einheiten = <<3/4*120=90>> 90 Einheiten. Die Gesamtzahl der unbesetzten Einheiten beträgt 120 Einheiten - 90 Einheiten = <<120-90=30>> 30 Einheiten. #### 30"
Lloyd hat eine Eierfarm. Seine Hühner produzieren 252 Eier pro Tag und er verkauft sie für 2 Dollar pro Dutzend. Wie viel verdient Lloyd pro Woche mit Eiern?,"In einer Woche produziert Lloyd's Eierfarm 252 x 7 = <<252*7=1764>> 1764 Eier. 1764/12 = <<1764/12=147>> 147 Dutzende von Eiern werden in einer Woche produziert. Also, Lloyd macht 147 x $2 = $ <<147*2=294>> 294 auf Eiern. #### 294"
"Toms Schiff kann sich mit 10 Meilen pro Stunde bewegen. Er segelt von 13 bis 16 Uhr. Dann fährt er mit einer Geschwindigkeit von 6 Meilen pro Stunde zurück. Wie lange dauert es, bis er zurück ist?",Er reiste mit voller Geschwindigkeit für 4-1= <<4-1=3>> 3 Stunden also ging er 3*10= <<3*10=30>> 30 Meilen das bedeutet es dauert 30/6= <<30/6=5>> 5 Stunden um zurück zu kommen #### 5
"Uriahs Büchertasche wird zu schwer für ihn. Er muss 15 Pfund abnehmen. Seine Comicbücher wiegen ein halbes Pfund und seine Spielsachen ein halbes Pfund. Wenn er 30 Comics entfernt, wie viele Spielsachen muss er dann entfernen?","30 Comic-Bücher wiegen 7.5 Pfund, weil 30 x .25 = <<30*.25=7.5>> 7.5 Er muss entfernen 7.5 Pfund mehr, weil 15 - 7.5 = <<15-7.5=7.5>> 7.5 Er muss entfernen 15 Spielzeug, weil 7.5 / .5 = <<15=15>> 15 #### 15"
"Ein Mechaniker verlangt unterschiedliche Preise, wenn er die Reifen von Lastwagen und Autos repariert. Für jeden LKW-Reifen, der repariert wird, verlangt der Mechaniker 60 Dollar, und für jeden Autoreifen, der repariert wird, verlangt der Mechaniker 40 Dollar. Am Donnerstag repariert der Mechaniker sechs LKW-Reifen und vier Autoreifen. Am Freitag repariert der Mechaniker 12 Autos und repariert keine LKW-Reifen. Wie viel mehr Einnahmen hat der Mechaniker am Tag mit höheren Einnahmen verdient?","Am Donnerstag verlangte der Mechaniker insgesamt 6*60 + 4*40 = $ <<6*60+4*40=520>> 520. Am Freitag verlangte der Mechaniker insgesamt 12*40 = $ <<12*40=480>> 480. So hatte der Mechaniker am Donnerstag, dem Tag mit höheren Einnahmen, 520-480 = $ <<520-480=40>> 40 mehr Einnahmen als am Freitag. #### 40"
"Die Doubtfire-Schwestern fahren mit sieben adoptierten Kätzchen aus dem örtlichen Tierheim nach Hause, als ihre Mutter anruft, um sie zu informieren, dass ihre beiden Hauskatzen gerade Kätzchen bekommen haben. Sie sagt, dass Patchy, die erste Katze, dreimal so viele adoptierte Kätzchen hatte, während Trixie, die andere Katze, zwölf hatte. Wie viele Kätzchen hat die Doubtfire-Familie jetzt?","Patchy hat gerade 3 * 7 = <<3*7=21>> 21 Kätzchen gehabt, da Trixies Kätzchen 12 sind, haben beide Katzen 21 + 12 = <<21+12=33>> 33 Kätzchen. Wenn man die adoptierten Kätzchen mit denen der beiden Katzen kombiniert, hat die Doubtfire-Familie jetzt 7 + 33 = <<7+33=40>> 40 Kätzchen. #### 40"
Jean hat 30 Lutscher. Jean isst zwei Lutscher. Mit den verbleibenden Lutschpuppen will Jean zwei Lutschpuppen in eine Tasche packen. Wie viele Taschen kann Jean füllen?,Jean hat 30 - 2 = <<30-2=28>> 28 Lutscher Jean kann füllen 28 / 2 = <<28/2=14>> 14 Säcke mit Lutscher #### 14
"Peter plant, diese Woche ins Kino zu gehen. Er bekommt immer ein Ticket für $7 und Popcorn für $7. Wenn er 42 Dollar für die Woche hat, wie oft kann er dann ins Kino gehen?","Es kostet ihn 14 Dollar, ins Kino zu gehen, weil 7 + 7 = <<7+7=14>> 14 Er kann dreimal ins Kino gehen, weil 42 / 14 = <<42/14=3>> 3 #### 3"
"Eine Holzbrücke kann nicht mehr als 5000 Pfund tragen. Ein Lieferwagen, der mit identischen Kisten gefüllt ist, die jeweils 15 Pfund wiegen, fährt über die Brücke. Das Gesamtgewicht des Fahrers und des leeren Lastwagens beträgt 3755 Pfund. Wie hoch ist die maximale Anzahl der Kisten, die auf den LKW geladen werden können, ohne die Gewichtsgrenze der Brücke zu überschreiten?","Die Kisten können bis zu 5000 Pfund wiegen - 3755 Pfund = <<5000-3755=1245>> 1245 Pfund insgesamt. Es können 1245 / 15 = <<1245/15=83>> 83 Kisten auf den Lastwagen geladen werden, ohne die Gewichtsgrenze der Brücke zu überschreiten. #### 83"
"Stephen bestellte online Lebensmittel. Seine letzte Rechnung betrug 40 Dollar. Da dies durch einen Lieferanten erfolgt war, fügten sie eine Gebühr von 25% zu seinem endgültigen Gesamtbetrag hinzu und berechneten ihm 3,00 $ an Liefergebühren. Stephen gab auch ein Trinkgeld von 4 Dollar. Nach den zusätzlichen Gebühren, was war der endgültige Preis von Stephens Lebensmitteln?","Er gab $40.00 für Lebensmittel aus, aber sie berechneten ihm eine 25% Gebühr, also ist das 40*.25 = $10.00 Es gibt auch eine $3.00 Liefergebühr und ein $4.00 Trinkgeld für eine zusätzliche $3 + $4 = $<<3+4=7.00>> 7.00 in Gebühren Seine Lebensmittel waren $40.00, es gibt eine $10.00 Gebühr plus weitere $7.00 in Liefergebühren / Trinkgeld für eine endgültige Summe von $40 + $10 + $7 = $<<40+10+7=57.00>> 57.00 #### 57"
"Ein Himbeerstrauch hat 6 Bündel von jeweils 20 Früchten und 67 einzelne Früchte, die über den Busch verstreut sind. Wie viele Himbeeren gibt es insgesamt?","Finden Sie zunächst die Anzahl der Früchte in Bündeln: 20 Früchte / Bündel * 6 Bündel = <<20*6=120>> 120 Früchte Dann addieren Sie die Anzahl der einzelnen Früchte, um die Gesamtzahl der Früchte zu finden: 120 Früchte + 67 Früchte = <<120+67=187>> 187 Früchte #### 187"
"Ein Korb enthält 25 Orangen, von denen 1 schlecht ist, 20% unreif, 2 sauer und der Rest gut. Wie viele Orangen sind gut?","20% von 25 Orangen sind (20/100) *25 = <<(20/100)*25=5>> 5 Orangen Die Gesamtzahl der schlechten, unreifen und sauren Orangen beträgt daher 1+5+2 = <<1+5+2=8>> 8 Orangen Der Rest, der 25-8 = <<25-8=17>> 17 Orangen sind gute #### 17"
"Janet kauft eine Brosche für ihre Tochter. Sie bezahlt 500 Dollar für das Material und weitere 800 Dollar für den Juwelier. Danach zahlt sie 10% davon, um es zu versichern. Wie viel hat sie bezahlt?",Die Gesamtkosten der Brosche waren 500+800=$ <<500+800=1300>> 1300 Die Versicherung war 1300*.1=$ <<1300*.1=130>> 130 Also zahlt sie 1300+130=$ <<1300+130=1430>> 1430 #### 1430
"Wenn Marcy 40 Jahre lang für die gleiche Firma arbeitet, bekommt sie eine jährliche Rente von 50.000 Dollar pro Jahr. Nach Ablauf von 20 Jahren hat sie Anspruch auf 5% des Rentenwerts pro Jahr. Wenn sie nach 30 Jahren aufhört, wie hoch wird ihre jährliche Rente sein?","Finden Sie zunächst heraus, wie viele Jahre Marcy nach 20 Jahren arbeitet: 30 Jahre - 20 Jahre = <<30-20=10>> 10 Jahre Dann multiplizieren Sie diese Zahl mit dem Betrag ihrer Rente, den sie pro Jahr erhält: 10 Jahre * 5% = 50% Dann multiplizieren Sie diesen Prozentsatz mit dem Gesamtbetrag der vollen Rente, um herauszufinden, wie viel sie erhält: $50.000 * 50% = $ <<50000*50*.01=25000>> 25.000 #### 25000"
"Aleena hat einen Streaming-Service abonniert, der ihr 140 Dollar im Monat kostet. Wenn das Streaming-Unternehmen ihr den anfänglichen Betrag für die erste Jahreshälfte in Rechnung stellte und ihr dann 10% weniger Geld für die zweite Jahreshälfte in Rechnung stellte, berechne den Gesamtbetrag, den sie bis zum Ende des Jahres für den Streaming-Dienst bezahlt hatte.","Ein Jahr hat zwölf Monate, So ist es. Eine Hälfte des Jahres ist 12/2 = <<12/2=6>> 6 Monate, Für die ersten sechs Monate berechnete der Streaming-Dienst ihr insgesamt 6*140 = $ <<6*140=840>> 840 Für die nächste Hälfte des Jahres berechnete die Streaming-Dienstfirma ihr 10/100*140 = $ <<10/100*140=14>> 14 weniger Sie zahlte $ 140- $ 14 = $ <<140-14=126>> 126 pro Monat für die verbleibende Hälfte des Jahres, Insgesamt zahlte sie 126*6 = $ <<126*6=756>> 756 für die andere Hälfte des Jahres für den Streaming-Dienst. Der Gesamtbetrag, den sie am Ende des Jahres bezahlt hat, beträgt $840 + $756 = $<<840+756=1596>> 1596 #### 1596"
"Sophia möchte mit ihrem Auto einen Ausflug unternehmen und möchte wissen, wie weit sie mit einem einzigen Tank Benzin fahren kann. Sie hat 100 Meilen zurückgelegt, seit sie zuletzt ihren Tank gefüllt hat, und sie brauchte 4 Gallonen Benzin, um ihn wieder aufzufüllen. In der Bedienungsanleitung für ihr Auto steht, dass ihr Tank 12 Gallonen Benzin enthält. Wie viele Kilometer kann Sophia mit einem einzigen Tank fahren?","Um zu finden, Meilen pro Gallone teilen 100 Meilen / 4 Gallonen = <<100/4=25>> 25 Meilen pro Gallone zu finden, wie weit Olivia auf einem einzigen Tank gehen kann, multiplizieren 25 Meilen pro Gallone x 12 Gallonen = <<25*12=300>> 300 Meilen #### 300"
"Jim verbringt 2 Stunden vor dem Fernseher und dann beschließt er, ins Bett zu gehen und halb so lange zu lesen. Er macht das dreimal die Woche. Wie viele Stunden verbringt er in 4 Wochen mit Fernsehen und Lesen?",Er liest für 2/2= <<2/2=1>> 1 Stunde pro Nacht also verbringt er 2+1= <<2+1=3>> 3 Stunden an diesen Aktivitäten das bedeutet er verbringt 3*3= <<3*3=9>> 9 Stunden pro Woche an ihnen also in 4 Wochen verbringt er 9*4= <<9*4=36>> 36 Stunden an diesen Aktivitäten #### 36
"Es gibt vier Schulen, die an einem Basketballturnier teilnehmen. Jede Schule hat eine Basketballmannschaft für Mädchen und eine Basketballmannschaft für Jungen entsandt, und jede Mannschaft hat jeweils 5 Spieler. Jede Schule hat auch einen Trainer für jedes Team geschickt. Insgesamt, wie viele Leute haben alle Schulen geschickt?",Jede Schule schickte 1 Basketballmannschaft für Mädchen + 1 Basketballmannschaft für Jungen = <<1+1=2>> 2 Mannschaften. Also hat jede Schule 2 Teams geschickt * 5 Spieler pro Team = <<2*5=10>> 10 Spieler. Sie haben auch jeweils 2 Mannschaften * 1 Trainer pro Mannschaft = <<2*1=2>> 2 Trainer geschickt. Insgesamt hat jede Schule 10 Spieler + 2 Trainer = <<10+2=12>> 12 Personen geschickt. Daher haben die Schulen insgesamt 12 Personen pro Schule * 4 Schulen = <<12*4=48>> 48 Personen geschickt. #### 48
"Ein Schatzsucher fand eine vergrabene Schatztruhe voller Edelsteine. Es gab 175 Diamanten, 35 Rubine weniger als Diamanten, und doppelt so viele Smaragde als Rubine. Wie viele Edelsteine waren in der Truhe?","Es waren 175 - 35 = <<175-35=140>> 140 Rubine in der Schatztruhe. Es waren 140 x 2 = <<140*2=280>> 280 Smaragde in der Schatztruhe. Also, die Gesamtzahl der Edelsteine in der Schatztruhe ist 175 + 140 + 280 = <<175+140+280=595>> 595. #### 595"
"Es gibt doppelt so viele Jungen wie Mädchen bei Dr. Die Schule von Wertz. Wenn es 60 Mädchen und 5 Schüler pro Lehrer gibt, wie viele Lehrer gibt es?","Es gibt doppelt so viele Jungen wie Mädchen. So ist es. Wenn es 60 Mädchen gibt, gibt es 2*60 = <<2*60=120>> 120 Jungen Es gibt 120 + 60 = <<120+60=180>> 180 Schüler insgesamt Wenn es 5 Schüler zu jedem Lehrer gibt, Dann ... 180 Schüler benötigen 180/5 = <<180/5=36>> 36 Lehrer #### 36"
"Bailey beginnt mit einem gewissen Geldbetrag. Dann erhält sie eine wöchentliche Zulage von 5 Dollar für 8 Wochen. Am Ende der 8 Wochen, wenn sie insgesamt 100 Dollar hat, mit wie viel Geld hat Bailey angefangen?",In 8 Wochen erhält Bailey $5 * 8 = $ <<5*8=40>> 40 an Zulage Bailey begann mit $100 - $40 = $ <<100-40=60>> 60 #### 60
"Judy unterrichtet 5 Tanzkurse, jeden Tag, an Wochentagen und 8 Kurse am Samstag. Wenn jede Klasse 15 Schüler hat und sie $ 15.00 pro Schüler berechnet, wie viel Geld verdient sie in 1 Woche?","Sie unterrichtet 5 Tanzkurse 5 Tage die Woche also 5*5 = <<5*5=25>> 25 Kurse Sie unterrichtet 25 Kurse während der Woche und 8 Kurse am Samstag für insgesamt 25+8 = <<25+8=33>> 33 Kurse Es gibt 15 Studenten in jeder der 33 Kurse also gibt es 15*33 = <<15*33=495>> 495 Studenten Jeder Student zahlt $15.00 pro Kurs und es gibt 495 Studenten also Judy macht 15*495 = $ <<15*495=7425>> 7,425 #### 7425"
"Kelian hat zwei Rezepte für die Zubereitung von Gerichten, eines mit 20 Anweisungen und das zweite mit doppelt so vielen Anweisungen wie das erste. Wie viele Anweisungen muss Kelian lesen, um die beiden Gerichte zuzubereiten?",Das zweite Rezept hat 2 * 20 Anweisungen = <<2*20=40>> 40 Anweisungen. Die Summe für die beiden Teller beträgt 40 Anweisungen + 20 Anweisungen = <<40+20=60>> 60 Anweisungen. #### 60
"Tommy sammelt Geld für seine Wohltätigkeitsorganisation, indem er Brownies für 3 Dollar pro Stück und Cheesecakes für 4 Dollar pro Stück verkauft. Wenn Tommy 43 Brownies und 23 Scheiben Käsekuchen verkauft, wie viel Geld sammelt Tommy?",Tommy hat 43 Brownies x $3/Brownie = $ <<43*3=129>> 129 durch den Verkauf von Brownies gesammelt. Tommy hat 23 Scheiben x 4 $ = $ <<23*4=92>> 92 durch den Verkauf von Käsekuchen gesammelt. Insgesamt hat Tommy $ 129 + $ 92 = $ <<129+92=221>> 221 #### 221 gesammelt
Shiela kaufte fünf Handys für jeweils 150 Dollar für eine dreimonatige Rate. Für jede Einheit wird ein Zinssatz von 2% berechnet. Wie viel zahlt Shiela monatlich für 3 Monate?,"Für jede Einheit wird ein Zinssatz von 150 x 2/100 = <<150*2/100=3>> 3 berechnet. Also, jedes Handy kostet $150 + $3 = $ <<150+3=153>> 153. Der Gesamtbetrag, der für 5 Mobiltelefone zu zahlen ist, beträgt $153 x 5 = $<<153*5=765>> 765. Somit zahlt Shiela $ 765/3 = $ <<765/3=255>> 255 jeden Monat. #### 255"
"Artie hat einen Blumenstand auf dem Bauernmarkt. Er verkauft drei Arten von Blumen: Ringelblumen, Petunien und Begonien. Er verkauft gewöhnlich Ringelblumen für 2,74 Dollar pro Topf, Petunien für 1,87 Dollar pro Topf und Begonien für 2,12 Dollar pro Topf. Artie hat heute kein Kleingeld, also hat er beschlossen, alle Preise auf den nächsten Dollar abzurunden. Wenn Artie 12 Töpfe Ringelblumen verkauft, 9 Töpfe Petunien und 17 Töpfe Begonien, wie viel wird er verdienen?","Artie wird seine Ringelblumen von 2,74 $ auf 3 $ hochrunden, da die Zahl nach der 2 5 oder höher ist. Artie wird seine Petunien von 1,87 $ auf 2 $ aufrunden, da die Zahl nach der 1 5 oder höher ist. Artie wird seine Begonien von 2,12 $ auf 2 $ herunterrunden, da die Zahl nach der 2 kleiner als 5 ist. Artie verkauft 12 Ringelblumen x $3 = $ <<12*3=36>> 36 Artie verkauft 9 Petunien x $2 = $ <<9*2=18>> 18 Artie verkauft 17 Begonien x $2 = $ <<17*2=34>> 34 Insgesamt verdient Artie $36 + $18 + $34 = $ <<36+18+34=88>> 88 #### 88"
"Luke verbringt Zeit am Strand und baut Sandburgen. Er bemerkt schließlich, dass jede Ebene einer Sandburg die Hälfte der Quadratmeterfläche der Ebene darunter hat. Wenn er eine Sandburg mit 4 Ebenen baut, wobei die oberste Ebene eine Fläche von 16 Quadratmetern hat, wie groß ist die durchschnittliche Fläche einer Ebene?","Ebene 3 ist 32 Quadratfuß, weil 16 x 2 = <<16*2=32>> 32 Ebene 2 ist 64 Quadratfuß, weil 32 x 2 = <<32*2=64>> 64 Ebene 1 ist 128 Quadratfuß, weil 64 x 2 = <<64*2=128>> 128 Die vier Ebenen summieren sich auf 240 Quadratfuß, weil 128 + 64 + 32 + 16 = <<128+64+32+16=240>> 240 Die durchschnittliche Quadratmeterfläche einer Ebene ist 60 weil 240 / 4 = <<240/4=60>> 60 #### 60"
"Cecilia hat gerade einen neuen Welpen gekauft. Laut ihrem Tierarzt muss sie den Welpen für die ersten 180 Tage täglich 1 Tasse Hundefutter füttern. Dann muss sie den Welpen für den Rest seines Lebens täglich zwei Tassen Hundefutter füttern. Wenn ein Beutel Hundefutter 110 Tassen enthält, wie viele Beutel Hundefutter wird Cecilia im ersten Jahr verbrauchen?","Die Anzahl der Tassen Hundefutter, die für die ersten 180 Tage verabreicht werden, beträgt 180 * 1 = <<180*1=180>> 180 Tassen Die Anzahl der verbleibenden Tage im Jahr beträgt 365 - 180 = <<365-180=185>> 185 Die Anzahl der Tassen Hundefutter, die für den Rest des ersten Jahres verabreicht werden, beträgt 185 * 2 = <<185*2=370>> 370 Tassen Die Gesamtzahl der Tassen Hundefutter, die im ersten Jahr verabreicht werden, beträgt 180 + 370 = <<180+370=550>> 550 Tassen Die Anzahl der Tüten Hundefutter, die im ersten Jahr verwendet werden, beträgt 550 / 110 = <<550/110=5>> 5 Tüten #### 5"
